17,10.215.173.1,48922,10.215.173.2,53,10702,HappyMod,com.happymod.apk,DNS,Closed,configure-tcp.rayjump.com,142,232,2,1,2025-09-17T03:54:27.897-05:00,2025-09-17T03:54:31.050-05:00,
6,10.215.173.1,49240,63.177.146.177,9377,10702,HappyMod,com.happymod.apk,TCP,Closed,configure-tcp.rayjump.com,1218,3058,6,6,2025-09-17T03:54:31.055-05:00,2025-09-17T03:54:31.504-05:00,
17,10.215.173.1,27313,10.215.173.2,53,10328,Uptodown App Store,com.uptodown,DNS,Closed,lazy-tcp.rayjump.com,66,227,1,1,2025-09-17T03:54:33.673-05:00,2025-09-17T03:54:33.878-05:00,
6,10.215.173.1,51436,52.58.167.38,9377,10328,Uptodown App Store,com.uptodown,TCP,Closed,lazy-tcp.rayjump.com,1215,3200,6,6,2025-09-17T03:54:34.009-05:00,2025-09-17T03:54:34.589-05:00,
